ID,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
2698,7341,15578722,Bradley,689,France,Male,39,4,0.0,2,1,0,196112.45
2699,7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52
2700,3379,15571302,Estep,529,Germany,Male,72,5,94216.05,1,1,1,78695.68
2702,1070,15628674,Iadanza,844,France,Male,40,7,113348.14,1,1,0,31904.31
2703,5616,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44
2704,2850,15579262,Shearston,497,France,Male,41,9,0.0,1,0,0,22074.48
2705,1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43
2706,3349,15572291,Kao,825,France,Male,40,6,132308.22,1,0,0,117122.5
2707,4823,15805704,Murphy,745,France,Female,32,2,0.0,4,0,1,179705.13
2708,7425,15625501,Wall,570,Germany,Male,38,1,127201.58,1,1,0,147168.28
2709,2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1
2711,8499,15624892,Dennis,712,Germany,Male,37,7,93978.96,2,1,0,60651.77
2713,8715,15737408,L?,703,France,Female,41,6,109941.51,1,1,0,116267.28
2715,45,15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,1,1,158338.39
2716,5920,15815043,McMillan,645,Spain,Male,49,8,0.0,2,1,0,162012.6
2717,4202,15621227,Hs?eh,668,Germany,Female,46,7,161806.09,1,1,1,173052.19
2718,5854,15765300,L?,596,Germany,Male,40,5,62389.03,3,1,0,148623.43
2719,952,15785899,Ch'en,789,Germany,Male,33,8,151607.56,1,1,0,4389.4
2720,1833,15600710,Atkinson,620,France,Male,22,0,0.0,1,1,0,32589.45
2721,6333,15793046,Holden,619,France,Female,35,4,90413.12,1,1,1,20555.21
2722,7002,15662854,Manna,681,Germany,Male,48,5,139714.4,2,0,0,73066.72
2723,8095,15597957,Rahman,614,Spain,Male,66,2,0.0,2,0,1,180082.7
2724,8962,15676117,Zinachukwudi,603,France,Male,44,9,0.0,1,1,0,138328.24
2725,1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53
2726,8315,15734177,Donahue,643,France,Male,33,4,0.0,2,1,1,152992.04
2727,9411,15734659,Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06
2728,1074,15790497,Ross,503,Spain,Male,37,6,0.0,2,0,0,136506.86
2732,1580,15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48
2733,6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74
2735,3090,15662067,Summers,743,France,Male,40,8,68155.59,1,1,0,94876.65
2736,1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46
2737,1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,1,1,79577.38
2739,2993,15786993,Lung,810,France,Female,51,5,0.0,2,0,1,184524.74
2741,9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16
2742,4370,15781495,Munro,662,France,Female,22,2,126362.57,2,1,1,97382.8
2743,8323,15584899,Siciliani,617,France,Female,35,5,0.0,2,0,1,13066.3
2744,4575,15739514,Preston,659,France,Female,32,9,0.0,2,1,1,93155.75
2745,2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7
2748,9749,15680201,Marcelo,627,Germany,Male,24,5,102773.2,2,1,0,56793.02
2749,9388,15594576,Zhdanov,524,France,Male,32,1,144875.71,1,0,0,187740.04
2750,1853,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,1,1,105227.86
2751,8921,15697546,McIntyre,570,France,Female,36,3,0.0,2,1,0,92118.75
2752,2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94
2753,8310,15599976,Bellasis,749,France,Female,27,9,0.0,2,1,0,132734.87
2754,2475,15693199,Shao,739,France,Female,37,8,0.0,2,1,0,191557.1
2756,2032,15591357,Cowger,765,France,Male,51,3,123372.3,1,1,1,115429.32
2757,9900,15811594,Gordon,660,Spain,Female,28,3,128929.88,1,1,1,198069.71
2758,7687,15675450,Burt,718,France,Male,48,9,0.0,2,1,1,72105.63
2759,4191,15659568,Atkinson,850,Spain,Female,31,3,121237.65,1,1,1,31022.56
2760,8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0.0,2,1,1,42442.21
2761,5075,15672397,Smith,598,France,Male,38,0,125487.89,1,0,0,158111.71
2762,8983,15627971,Coates,504,France,Female,32,8,206663.75,1,0,0,16281.94
2763,3026,15745232,Chikelu,759,France,Female,39,6,0.0,2,1,1,140497.67
2764,7192,15567839,Gordon,501,France,Male,42,9,114631.23,1,0,1,91429.74
2765,5912,15697567,Bazarova,752,France,Male,33,4,0.0,2,1,1,39570.78
2766,6836,15618391,Doyle,810,France,Male,33,6,0.0,2,1,1,77965.67
2767,1910,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7
2768,8562,15744913,Chizoba,788,Spain,Male,36,10,109632.85,1,1,1,16149.13
2770,5129,15726250,Hsia,508,France,Female,38,3,166328.65,2,0,1,22614.19
2771,3382,15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27
2772,5414,15588918,Mitchell,671,France,Female,42,6,0.0,2,1,0,197202.48
2773,3020,15741049,Colebatch,577,France,Male,29,7,0.0,2,1,1,55473.15
2774,7022,15694530,Porter,672,France,Male,28,4,167268.98,1,1,1,169469.3
2776,6787,15652069,Calabrese,833,France,Male,30,1,0.0,2,1,0,141860.62
2777,6133,15691874,Kazakova,687,France,Female,34,9,125474.44,1,1,0,198929.84
2778,6700,15809999,Gordon,709,France,Female,41,3,150300.65,2,1,0,71672.86
2779,9906,15784124,Emenike,645,Germany,Male,41,2,93925.3,1,1,0,123982.14
2780,6893,15705009,Cartwright,649,France,Female,56,8,156974.26,1,1,0,89405.26
2781,4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39
2782,5339,15784000,Pope,715,Germany,Female,34,9,102277.52,1,0,0,177852.57
2783,8801,15647890,Su,691,France,Male,37,9,149405.18,1,1,1,146411.6
2784,6176,15587584,Nebeuwa,503,Spain,Male,31,4,0.0,2,1,1,21645.06
2785,71,15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86
2786,953,15606149,Wood,571,Germany,Female,66,9,111577.01,1,0,1,189271.9
2787,1340,15761132,Capon,682,Spain,Male,46,7,128029.72,1,1,1,62615.35
2788,1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54
2789,7951,15806796,Higgins,516,Germany,Female,33,10,138847.9,1,1,1,127256.7
2790,8368,15806941,Sharpe,499,France,Male,60,7,76961.6,2,1,1,83643.87
2792,2255,15585533,Calabrese,679,France,Male,36,6,147733.64,1,0,1,172501.38
2794,2372,15604345,Kemp,730,France,Female,22,9,65763.57,1,1,1,145792.01
2795,6990,15811877,Shao,700,France,Female,36,4,0.0,2,1,0,130789.15
2796,6018,15782404,Hughes,487,France,Female,34,2,96019.5,1,0,0,9085.0
2797,1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24
2798,8922,15629519,Yen,472,France,Female,37,1,0.0,2,1,1,48357.9
2800,9355,15791501,Carroll,590,France,Male,43,8,0.0,2,1,1,143628.31
2801,7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71
2803,1168,15702430,Ignatyeva,548,France,Female,35,10,0.0,1,1,1,31299.71
2804,9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88
2805,332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89
2806,3010,15660200,Mai,551,France,Male,31,1,0.0,2,1,1,185105.44
2807,7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55
2808,3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66
2809,5227,15783349,Montague,481,Spain,Male,39,1,111233.09,1,1,1,123995.15
2810,5799,15797627,Niehaus,732,Spain,Male,54,0,134249.7,1,0,1,13404.4
2811,5266,15707488,Tan,560,France,Female,27,5,0.0,2,1,0,131919.48
2812,3623,15720338,Mazzanti,592,Spain,Male,55,8,85845.43,2,1,1,128918.42
2813,2948,15793813,Onochie,774,France,Male,36,7,103688.19,1,0,1,118971.74
2814,1215,15674148,Milanesi,579,Spain,Male,33,6,0.0,1,1,0,94993.04
2816,3582,15586629,Campbell,637,France,Male,33,5,0.0,2,1,0,139947.17
2817,3541,15646726,Crawford,672,France,Male,43,5,0.0,1,0,0,63833.09
2818,2417,15707120,Cocci,850,France,Male,46,9,117640.39,1,1,0,88920.68
2820,8212,15650266,Medvedeva,679,Germany,Male,39,2,146186.28,2,1,1,193974.47
2822,3034,15578006,Yao,787,France,Female,85,10,0.0,2,1,1,116537.96
2823,7939,15807305,Watkins,805,France,Male,39,2,0.0,1,0,0,166650.32
2824,4127,15664759,Lamb,675,Spain,Male,32,10,0.0,2,1,0,191545.65
2825,6056,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1,0,1,95148.28
2828,3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34
2829,3733,15689598,Dean,722,France,Male,46,6,0.0,1,1,1,93917.68
2830,7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02
2833,1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09
2834,6825,15740264,Yobachi,640,France,Male,38,9,0.0,2,1,0,88827.67
2835,214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81
2836,5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17
2839,7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31
2840,2067,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,1,1,127394.67
2841,8767,15638159,Trentino,649,Spain,Female,36,6,86607.39,1,0,0,19825.09
2843,5686,15811565,Cocci,705,Spain,Female,47,3,63488.7,1,0,1,28640.92
2844,8794,15574554,Pugh,537,Germany,Male,66,8,103291.25,2,1,1,130664.79
2845,9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,0,1,29909.84
2846,2238,15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55
2847,9865,15652999,Milne,742,Germany,Male,33,1,137937.95,1,1,1,51387.1
2848,9746,15603883,Ch'in,818,France,Male,36,4,0.0,2,1,1,8037.03
2849,4747,15649129,Sal,757,France,Male,32,9,0.0,2,1,0,115950.96
2850,5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57
2851,933,15634141,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36
2852,9925,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34
2853,5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06
2854,8433,15582519,Seleznyov,479,France,Male,47,6,121797.09,1,0,1,5811.9
2855,3879,15653222,Otutodilichukwu,526,Germany,Female,32,6,131938.92,2,1,1,1795.93
2857,2706,15585835,Lord,655,Spain,Female,34,4,109783.69,2,1,0,134034.32
2858,6984,15669501,Kuo,706,France,Male,35,5,0.0,2,1,1,81718.37
2859,754,15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,2383.59
2860,5708,15649451,Yates,746,France,Male,25,9,0.0,2,0,1,88728.47
2861,3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12
2862,7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,1,105720.09
2864,7431,15754578,Okeke,606,France,Female,35,0,135984.15,2,1,0,186778.89
2865,827,15660535,Avent,680,France,Female,47,5,0.0,2,1,1,179843.33
2867,5875,15693902,Hunt,597,France,Male,19,2,0.0,2,1,1,91036.74
2868,5984,15767891,Findlay,619,Germany,Female,28,6,99152.73,2,1,0,48475.12
2869,3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13
2870,1135,15732660,Black,769,France,Female,27,2,0.0,1,1,1,57876.05
2871,103,15580146,Hung,738,France,Male,31,9,82674.15,1,1,0,41970.72
2872,5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82
2873,6374,15638269,Baresi,597,France,Male,67,2,0.0,2,0,1,108645.85
2875,6537,15756743,Howells,625,France,Female,37,7,115895.42,1,1,0,48486.25
2876,22,15597945,Dellucci,636,Spain,Female,32,8,0.0,2,1,0,138555.46
2877,920,15733114,Hay,552,Spain,Male,45,9,0.0,2,1,0,26752.56
2878,9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63
2879,7385,15589881,Rowe,634,France,Female,41,7,0.0,2,1,1,131284.93
2880,9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,1,0,178373.93
2881,1699,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14
2883,5601,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68
2884,7231,15805627,Nebechukwu,670,France,Male,37,2,0.0,2,1,1,54229.74
2885,4969,15572158,Blackburn,604,Spain,Male,41,3,0.0,1,0,0,11819.84
2887,8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58
2888,7847,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56
2889,8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76
2890,918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44
2891,1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77
2892,9398,15672467,Coles,766,France,Female,52,7,92510.9,2,0,1,66193.61
2894,7985,15678206,Yeh,464,France,Male,46,6,161798.53,1,1,0,182944.47
2896,4003,15811486,Tang,634,Germany,Female,29,8,130036.21,2,0,1,69849.55
2897,8025,15743051,Hamilton,694,France,Male,30,10,144684.03,1,1,1,31805.49
2898,9843,15746704,Jibunoh,638,Spain,Male,30,9,136808.53,2,1,1,106642.97
2900,8973,15718780,Cox,650,Spain,Female,32,4,79450.09,1,1,1,118324.75
2902,949,15783659,Blackburn,659,France,Male,67,4,145981.87,1,1,1,131043.2
2903,5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28
2904,4282,15721251,Watson,554,Spain,Female,41,4,112152.89,1,0,1,36242.19
2905,216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02
2906,4051,15585734,Gouger,803,Germany,Male,41,9,137742.9,2,1,1,166957.82
2908,3616,15639357,Allan,415,France,Male,46,9,134950.19,3,0,0,178587.36
2909,7395,15673747,Ayers,519,France,Female,22,8,0.0,1,0,1,167553.06
2910,1712,15617603,Mackay,850,Germany,Male,30,5,123210.56,2,1,1,102180.27
2911,9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42
2912,6987,15702377,Knorr,627,Spain,Male,48,1,132759.8,1,1,0,78899.22
2913,2116,15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66
2914,5475,15696277,Hs?,651,France,Female,34,9,0.0,2,1,0,138113.71
2915,7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52
2917,5240,15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24
2918,5625,15581295,Ch'ien,617,Spain,Female,45,1,0.0,1,1,0,143298.06
2919,2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11
2920,1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35
2923,1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68
2924,6532,15675231,Nwankwo,518,France,Female,45,8,0.0,2,1,1,36193.07
2925,5606,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09
2926,4281,15740527,Lai,766,Germany,Female,62,7,142724.48,1,0,1,5893.23
2927,3809,15698117,Jerger,701,Germany,Male,41,0,150844.94,1,0,1,127623.36
2929,4620,15622532,Izmailova,708,France,Female,47,0,126589.12,2,0,1,132730.07
2930,2953,15654901,Horton,733,France,Male,51,10,141556.96,1,1,0,130189.53
2932,1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,0,0,197238.03
2933,1589,15758035,Bateson,747,France,Male,61,7,155973.13,1,0,1,147554.26
2934,447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83
2935,2745,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02
2936,1024,15682639,Marshall,642,France,Male,32,3,0.0,2,1,1,88698.83
2937,1765,15636238,Graham,611,France,Male,40,1,0.0,2,1,1,102547.56
2938,9776,15744041,Yobanna,780,France,Female,26,3,140356.7,1,1,0,117144.15
2939,2555,15739357,Moss,756,Spain,Male,30,2,145127.85,1,0,0,7554.68
2940,8749,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51
2942,9583,15742285,Andersen,559,France,Male,62,6,118756.62,1,1,1,20367.68
2943,7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68
2944,8010,15793803,Robinson,574,France,Male,34,1,112572.39,1,0,0,165626.6
2945,7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88
2946,8681,15782939,Storey,747,France,Male,42,4,80214.36,1,1,0,115241.96
2947,1309,15662294,Bennett,710,France,Male,33,10,118327.17,2,1,1,192928.82
2948,4078,15659236,Iadanza,781,Spain,Male,33,3,0.0,2,1,1,42556.33
2949,5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15
2950,9343,15694321,Su,619,France,Female,28,3,0.0,2,1,0,53394.12
2952,6579,15786078,Loginov,850,France,Female,28,9,0.0,2,1,0,185821.41
2953,5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87
2954,8237,15636595,Loton,602,Spain,Male,37,3,107592.89,2,0,1,153122.73
2955,5524,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06
2956,7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56
2957,8003,15753895,Blue,590,Spain,Male,37,1,0.0,2,0,0,133535.99
2959,1842,15788539,Foxall,501,France,Female,34,3,107747.57,1,1,0,9249.36
2961,8207,15572415,Preston,580,France,Male,34,6,0.0,2,1,1,160095.31
2962,4696,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93
2963,258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12
2964,3770,15663263,Collins,698,France,Male,47,5,156265.31,2,0,0,1055.66
2965,8380,15745266,Norman,434,Spain,Male,55,6,0.0,1,0,1,73562.05
2967,3982,15575676,Chung,638,France,Male,24,1,0.0,2,0,1,162597.15
2968,4594,15779743,Onwuamaeze,633,France,Female,44,7,0.0,2,1,0,29761.29
2969,6272,15620756,Stokes,747,France,Male,49,6,202904.64,1,1,1,17298.72
2970,5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98
2971,1591,15651802,Day,632,Spain,Female,39,5,97854.37,2,1,0,93536.38
2972,1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31
2973,5437,15811200,Ts'ao,831,France,Female,34,2,0.0,2,0,0,165840.94
2975,1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89
2976,7291,15793825,Ikechukwu,536,France,Male,39,4,0.0,2,1,0,27150.35
2977,9799,15652981,Robinson,600,Germany,Male,30,2,119755.0,1,1,1,21852.91
2978,5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63
2982,3828,15654733,Hsieh,794,Germany,Male,57,3,117056.46,1,1,0,93336.93
2984,1968,15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22
2985,5398,15638513,Palermo,723,France,Female,40,7,142856.95,2,0,0,38019.74
2986,1780,15673342,K'ung,703,France,Male,36,2,0.0,2,1,0,108790.95
2987,1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94
2988,591,15788291,Okwuadigbo,713,Germany,Female,38,7,144606.22,1,1,1,56594.36
2989,9619,15693131,Watts,581,France,Female,24,3,95508.2,1,1,1,45755.0
2990,1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77
2991,7419,15647191,Lucchesi,677,France,Male,36,4,0.0,2,1,0,7824.31
2992,4261,15664555,Hughes,587,France,Male,40,2,0.0,4,0,1,106174.7
2993,7418,15736533,Monaldo,730,Germany,Female,37,5,124053.03,1,1,0,118591.67
2994,32,15706552,Odinakachukwu,533,France,Male,36,7,85311.7,1,0,1,156731.91
2995,8100,15661656,Onwumelu,633,France,Male,38,2,91902.56,2,1,1,107673.35
2996,5286,15732643,Pike,386,Spain,Female,53,1,131955.07,1,1,1,62514.65
2997,4659,15805909,Bergamaschi,700,Spain,Male,28,8,159900.38,1,0,0,22698.56
2999,6581,15673074,Obidimkpa,527,Germany,Female,30,6,126663.51,1,1,1,162267.91
3000,6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1,1,1,145900.89
3003,3945,15794792,Golubev,612,France,Female,31,8,117989.76,1,1,1,54129.86
3004,5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9
3005,4959,15594502,Zotov,655,France,Male,37,6,109093.41,2,1,0,1775.52
3006,7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46
3007,3612,15734246,She,746,France,Female,21,8,166883.07,2,0,1,194563.65
3008,7280,15810485,Sun,486,Germany,Male,37,1,101438.0,1,0,0,51364.56
3009,7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02
3010,153,15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42
3012,4286,15679968,Ting,623,France,Male,40,5,118788.57,1,1,0,192867.4
3013,3697,15633586,Brierly,595,France,Female,39,7,120962.13,1,0,0,23305.01
3014,593,15679587,Chan,666,France,Female,34,9,115897.12,1,1,1,25095.03
3016,4158,15719793,Watson,850,Spain,Male,62,5,0.0,2,1,1,180243.56
3017,5351,15647965,Genovese,477,France,Female,57,9,114023.64,2,1,1,71167.17
3018,2274,15679299,Shen,726,Spain,Female,27,7,123826.07,1,0,1,78970.58
3019,6861,15785654,Ofodile,727,Germany,Male,45,6,114422.85,2,1,1,104678.78
3020,1640,15723053,T'ang,504,Germany,Male,32,8,170291.22,2,0,1,15658.99
3021,397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05
3022,3882,15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65
3023,2156,15725997,She,660,France,Female,35,6,100768.77,1,1,0,19199.61
3025,2479,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06
3026,7904,15618437,Singleton,567,Spain,Male,34,10,0.0,2,0,1,161571.79
3027,7207,15770995,Sinclair,753,Germany,Female,47,1,131160.85,1,1,0,197444.69
3028,7010,15644446,Norton,672,France,Female,28,6,0.0,1,0,1,8814.69
3031,9697,15638788,Mack,550,France,Male,32,8,97514.07,1,1,1,199138.84
3033,3887,15720941,Tien,710,Germany,Male,34,8,147833.3,2,0,1,1561.58
3034,9905,15722532,Angelo,690,Spain,Female,36,10,91760.11,1,1,1,135784.94
3035,5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04
3036,6788,15596074,Keating,502,France,Male,37,10,0.0,1,1,1,76642.68
3038,2281,15763747,Ricci,732,France,Male,36,7,0.0,2,1,1,60830.24
3039,7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36
3042,48,15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,1,1,117622.8
3043,3162,15767681,Smalley,470,Spain,Male,34,9,0.0,2,0,1,89013.67
3045,3919,15740283,Ewing,850,France,Male,29,1,0.0,2,0,0,152996.89
3047,7008,15663942,Hsiung,639,France,Female,38,5,0.0,2,0,0,93716.38
3048,4182,15675842,Pinto,656,Spain,Male,26,4,139584.57,1,1,0,36308.93
3049,7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37
3051,5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11
3052,8318,15670163,Verjus,666,France,Female,27,4,0.0,2,0,0,88751.45
3053,6767,15593510,Capon,638,Germany,Female,33,5,129335.65,1,1,1,56585.2
3054,5263,15659194,Mishina,628,France,Male,30,8,89182.09,1,1,1,13126.9
3055,3634,15629846,Sheehan,827,Germany,Female,47,8,143001.5,2,1,0,108977.5
3057,6647,15662021,Lucciano,685,Spain,Female,42,2,0.0,2,0,0,199992.48
3058,4057,15797204,Paling,655,Spain,Female,28,3,113811.85,2,0,1,76844.23
3060,343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14
3061,4990,15602851,Ozioma,629,France,Male,40,9,0.0,1,1,0,106.67
3062,3653,15654341,Chao,542,France,Male,34,8,101116.06,1,1,0,196395.05
3063,646,15569807,Ejimofor,673,France,Female,34,8,42157.08,1,1,0,20598.59
3064,5049,15741416,Yegorov,707,France,Male,42,2,16893.59,1,1,1,77502.56
3065,1701,15642833,Akubundu,608,France,Female,30,8,0.0,2,1,0,128875.86
3067,4621,15798960,Meng,680,France,Male,33,2,108393.35,1,0,1,39057.67
3068,2534,15631838,Findlay,606,France,Male,61,5,108166.09,2,0,1,8643.21
3069,5024,15615254,Clark,555,France,Male,40,10,43028.77,1,1,0,170514.21
3070,846,15592222,Lo,505,France,Male,49,7,80001.23,1,0,0,135180.11
3071,6504,15587978,Boothby,455,Germany,Female,37,6,170057.62,1,0,1,54398.56
3073,2102,15778934,Napolitani,678,Spain,Female,49,8,0.0,2,0,1,98090.69
3074,8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,1,0,147668.64
3075,163,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11
3076,9950,15798615,Wan,850,France,Female,47,9,137301.87,1,1,0,44351.77
3077,1661,15682356,Veltri,655,France,Female,37,7,111852.84,2,1,0,10511.13
3080,9050,15584288,Hung,629,France,Female,33,6,0.0,2,1,1,59129.72
3082,3284,15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37
3083,4872,15575858,Bergamaschi,763,France,Male,40,3,0.0,2,1,0,134281.11
3085,6954,15579109,Napolitano,574,Germany,Male,35,5,163856.76,1,1,1,15118.2
3087,6625,15811036,Ferri,565,France,Male,46,7,135369.71,1,0,1,140130.22
3088,7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43
3089,47,15602280,Martin,829,Germany,Female,27,9,112045.67,1,1,1,119708.21
3090,7430,15644878,Hill,685,Spain,Female,43,6,117302.62,1,0,0,68701.73
3091,7012,15609356,Chimaraoke,697,France,Female,25,1,0.0,2,0,0,87803.32
3092,6303,15684592,Lamb,557,Spain,Male,42,4,0.0,2,0,1,86642.38
3093,8468,15667456,Ross,709,Spain,Male,62,3,0.0,2,1,1,82195.15
3094,7344,15763194,Milanesi,643,France,Male,34,7,0.0,2,0,1,100304.13
3095,6120,15764293,Konovalova,490,France,Male,33,1,0.0,2,1,1,80792.83
3096,6358,15674637,Pagnotto,491,France,Female,68,3,107571.61,1,0,1,113695.99
3097,8980,15742511,Gordon,514,France,Male,35,3,121030.9,1,1,0,10008.68
3098,3215,15667417,Tao,572,France,Male,33,9,68193.72,1,1,0,19998.31
3099,8401,15632069,Kazantsev,776,France,Male,39,8,125211.55,2,1,0,144496.07
3100,3402,15588923,Murphy,591,France,Female,33,4,113743.37,1,1,0,124625.08
3101,7276,15642336,Shaw,669,France,Female,42,9,0.0,2,0,0,135630.32
3102,1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99
