,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1579,6877,15680421,Challis,591,France,Female,42,10,0.0,2,0,0,171099.22,0
1580,4480,15579112,Gibson,598,France,Male,47,2,0.0,2,1,1,186116.54,0
1581,354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0
1582,9797,15794236,Thorpe,642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0
1583,6200,15750755,Yobachi,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
1584,2629,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
1585,6697,15587299,Board,567,France,Female,48,3,0.0,1,1,0,55362.45,0
1586,6147,15649112,Endrizzi,738,Spain,Female,33,3,122134.4,2,0,1,27867.59,0
1587,2831,15701555,Nicholls,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0
1588,3972,15790809,Lo Duca,685,Spain,Male,40,7,74896.92,1,1,0,198694.2,0
1589,6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1
1590,6487,15592761,Tung,710,France,Male,40,5,0.0,2,0,0,162878.96,0
1591,5717,15709478,P'an,611,Germany,Male,37,1,117524.72,2,0,1,161064.29,0
1592,8653,15787204,Howe,774,Spain,Female,43,1,110646.54,1,0,0,108804.28,0
1593,471,15759298,Shih,631,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
1594,1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1
1595,1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
1596,7001,15739548,Johnson,775,France,Male,28,9,111167.7,1,1,0,149331.01,0
1597,7212,15690153,Sun,639,France,Female,37,4,116121.84,2,0,1,181850.74,0
1598,6181,15734892,Fennell,579,Spain,Male,37,4,0.0,2,1,1,32246.63,0
1599,6778,15770214,Bryant,754,France,Female,27,7,0.0,2,1,0,144134.64,0
1600,2855,15646609,Chao,748,France,Male,33,1,142645.43,1,0,0,69132.66,0
1601,8862,15761713,Johnstone,678,France,Female,43,7,178074.33,1,0,0,110405.9,0
1602,541,15667896,De Luca,833,France,Male,37,8,151226.18,2,1,1,136129.49,0
1603,9684,15607112,Chiawuotu,606,France,Male,32,6,0.0,2,0,1,36540.63,0
1604,2657,15713267,Zimmer,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0
1605,8667,15785920,Black,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0
1606,5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1
1607,9480,15596212,Yang,781,Spain,Male,35,1,0.0,2,0,0,42117.9,0
1608,1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1
1609,5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
1610,3347,15726747,Donaldson,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
1611,4259,15796167,Flores,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0
1612,3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
1613,8530,15623858,Charteris,603,France,Male,45,9,0.0,1,0,0,148516.79,0
1614,5541,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920.0,1
1615,9432,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
1616,3933,15763798,McMillan,680,France,Male,23,5,140007.19,1,0,1,31714.08,0
1617,1767,15645543,Bell,636,France,Female,34,3,0.0,2,1,1,44756.25,0
1618,4055,15734762,Ignatiev,602,France,Female,56,3,115895.22,3,1,0,4176.17,1
1619,7470,15717065,Balashov,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
1620,2926,15633531,Lavrov,717,France,Female,76,9,138489.66,1,1,1,68400.14,0
1621,1118,15592583,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1
1622,5795,15694125,McElhone,669,France,Male,57,5,0.0,2,1,1,56875.76,0
1623,368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
1624,4858,15717995,Keen,849,France,Male,27,0,0.0,2,0,1,157891.86,0
1625,9473,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
1626,3038,15741094,Sagese,693,France,Male,21,1,0.0,2,1,1,3494.02,0
1627,8543,15647546,Carvosso,688,Germany,Female,40,8,150679.71,2,0,1,196226.38,0
1628,2523,15758056,Calabresi,558,France,Male,35,1,0.0,2,0,0,111687.57,0
1629,2717,15631170,Clements,695,France,Male,45,3,0.0,2,1,1,30793.61,0
1630,7066,15568162,Sung,527,Spain,Male,53,8,0.0,1,1,1,51711.57,0
1631,3974,15669281,Ch'iu,711,Spain,Male,38,3,128718.78,1,0,0,114793.45,0
1632,1161,15719348,Tsao,513,France,Male,35,8,0.0,1,1,0,76640.29,1
1633,5682,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0
1634,5468,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
1635,3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
1636,9967,15590213,Ch'en,479,Spain,Male,35,4,125920.98,1,1,1,20393.44,0
1637,5903,15586504,Trevisani,694,France,Male,40,9,0.0,2,1,0,40463.03,0
1638,5467,15611848,Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
1639,1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
1640,2516,15744327,Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1
1641,1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
1642,3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
1643,2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
1644,2259,15776631,Ma,466,France,Female,36,5,119540.15,1,0,1,80603.99,0
1645,1198,15813444,McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0
1646,6972,15658240,Parry,554,France,Female,44,9,135814.7,2,0,0,115091.38,0
1647,4734,15743538,Pickering,710,France,Female,31,1,0.0,2,1,0,20081.3,0
1648,4245,15684908,Davidson,540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0
1649,4100,15720509,Hs?,696,France,Male,34,9,150856.79,1,0,1,8236.78,0
1650,9362,15641773,Browne,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0
1651,3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1
1652,5363,15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0
1653,796,15686870,Ball,761,Germany,Male,36,8,108239.11,2,0,0,99444.02,0
1654,6488,15574283,Padovano,580,France,Male,31,2,0.0,2,0,1,64014.24,0
1655,3167,15746203,Hsia,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
1656,6115,15662488,Udegbunam,627,France,Female,44,5,0.0,2,1,0,82969.61,1
1657,982,15566156,Franklin,749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0
1658,8165,15581370,Andreyeva,681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
1659,956,15571002,Yusupov,706,France,Female,44,4,129605.99,1,0,0,69865.49,0
1660,4216,15574213,Wilson,789,France,Female,53,1,158271.74,1,1,1,5036.39,1
1661,5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1
1662,355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
1663,5843,15799128,Matthews,608,Spain,Female,38,9,102406.76,1,0,1,57600.66,0
1664,8428,15806771,Yefremova,753,France,Female,40,0,3768.69,2,1,0,177065.24,1
1665,273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
1666,8213,15621004,Chukwuhaenye,603,France,Male,32,7,0.0,1,1,0,198055.94,1
1667,5355,15795738,Owens,789,France,Male,31,4,175477.15,1,1,1,172832.9,0
1668,2314,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
1669,4517,15812210,Yashina,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
1670,3688,15626806,Labrador,668,France,Female,32,2,0.0,2,1,1,40652.33,0
1671,9012,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
1672,2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
1673,9903,15797665,Docherty,730,France,Female,27,7,0.0,2,1,0,144099.48,0
1674,8312,15589698,De Luca,555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1
1675,6331,15715117,Peel,744,France,Female,39,6,0.0,1,0,0,10662.58,0
1676,2735,15708505,Palerma,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
1677,4442,15628279,Murphy,624,France,Female,38,3,0.0,2,1,1,163666.85,0
1678,5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
1679,9775,15739692,Tsui,679,France,Male,42,1,0.0,2,0,0,71823.15,0
1680,5586,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0
1681,7200,15705343,May,649,Spain,Female,32,7,0.0,1,1,0,28797.32,0
1682,8185,15605916,Uvarova,659,France,Female,50,3,0.0,1,1,0,183399.12,1
1683,2791,15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
1684,7550,15785705,Thomson,705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1
1685,2309,15611029,Hsiung,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
1686,5514,15693543,McDonald,708,France,Female,33,8,0.0,2,0,1,15246.83,0
1687,524,15742358,Humphreys,696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0
1688,3275,15596984,Pinto,629,France,Female,31,6,0.0,1,1,1,16447.6,1
1689,9852,15792077,Degtyaryov,671,Germany,Male,28,8,119859.52,2,1,0,125422.66,0
1690,6157,15637235,Knight,794,Spain,Male,33,8,0.0,2,0,0,91340.02,0
1691,4992,15701175,Bruno,493,France,Female,33,8,90791.69,1,1,1,59659.53,0
1692,7238,15753550,Levien,684,France,Female,43,7,0.0,2,1,0,131093.99,0
1693,6749,15637646,Rowley,756,France,Male,31,10,122647.32,1,0,0,61666.87,0
1694,8310,15599976,Bellasis,749,France,Female,27,9,0.0,2,1,0,132734.87,0
1695,8064,15663888,Connor,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0
1696,4117,15748068,Boyle,571,Spain,Female,31,3,0.0,2,1,1,194667.92,0
1697,8115,15607269,Costa,492,Germany,Female,49,2,151249.45,2,1,1,167237.94,0
1698,7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1
1699,6213,15638231,Chung,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0
1700,5760,15674620,Dilibe,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0
1701,7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0
1702,7570,15642448,Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,1,1,137173.39,0
1703,5597,15796957,Iadanza,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1
1704,165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1
1705,3383,15570629,Alexeyeva,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
1706,4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,188637.05,0
1707,4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
1708,8888,15768233,Chukwuebuka,435,Germany,Male,37,8,114346.3,1,0,1,980.93,1
1709,5852,15722053,Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
1710,8391,15755521,Ma,660,France,Female,48,0,90044.32,2,0,1,187604.97,1
1711,7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0
1712,6864,15765732,Simmons,564,Spain,Female,24,6,149592.14,1,1,1,153771.8,0
1713,2983,15798659,Kennedy,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0
1714,7458,15668889,Galgano,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1
1715,5070,15740878,Yao,655,Spain,Female,29,9,0.0,2,0,1,85736.26,0
1716,9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
1717,4566,15773779,Jacka,593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0
1718,8840,15774328,Boni,606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0
1719,4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
1720,5924,15612095,Calabrese,751,France,Female,48,9,0.0,1,1,0,137508.42,1
1721,5862,15713819,Walsh,562,France,Male,48,3,92347.96,1,1,1,163116.75,0
1722,7131,15801473,Moore,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0
1723,6763,15631457,Asher,639,France,Male,37,5,98186.7,1,0,1,173386.95,0
1724,4304,15675380,Logan,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1
1725,8120,15586236,Banks,704,France,Male,31,5,132084.66,3,1,1,54474.48,1
1726,3729,15806210,Bateman,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0
1727,5934,15594340,Tao,569,France,Male,41,4,120243.49,1,1,0,163150.03,1
1728,5409,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
1729,4069,15704910,Rios,631,Spain,Male,23,3,0.0,2,1,0,13813.24,0
1730,4266,15810454,Reed,709,France,Male,32,4,147307.91,1,0,1,40861.55,0
1731,5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
1732,8417,15751771,Lowe,528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0
1733,1279,15641690,Hsiao,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0
1734,9562,15810010,Dahlenburg,678,Germany,Male,36,6,118448.15,2,1,0,53172.02,0
1735,71,15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1
1736,3722,15758362,Williamson,731,France,Female,41,9,152243.57,1,1,1,88783.59,0
1737,9447,15580953,Forbes,544,France,Male,30,4,73218.89,1,0,1,126796.69,0
1738,7117,15788776,Landor,588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1
1739,5443,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1
1740,4191,15659568,Atkinson,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
1741,8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0
1742,7237,15651460,Hsieh,424,Spain,Male,34,7,0.0,1,1,1,16250.61,0
1743,3885,15735788,Chiagoziem,709,France,Male,31,6,0.0,2,1,1,71009.84,0
1744,8640,15654891,He,811,France,Male,30,6,0.0,2,1,1,180591.32,0
1745,658,15698474,Sagese,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0
1746,7902,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0
1747,7086,15575605,Napolitano,725,France,Male,38,6,0.0,2,1,1,158697.28,0
1748,4484,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
1749,6701,15681115,Iroawuchi,787,Spain,Male,39,10,108935.39,1,1,1,101168.3,0
1750,5818,15656865,Gray,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
1751,3533,15755077,Norton,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1
1752,7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
1753,6724,15766810,Onyemauchechi,699,Germany,Female,51,2,92246.14,2,0,1,91346.03,0
1754,9800,15722731,Manna,653,France,Male,46,0,119556.1,1,1,0,78250.13,1
1755,4504,15788118,Siciliano,656,France,Male,33,7,138705.02,2,1,0,37136.15,0
1756,9034,15586029,Davis,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0
1757,2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0
1758,1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
1759,7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0
1760,1742,15742638,Wang,747,France,Female,25,4,0.0,2,0,1,42039.67,0
1761,9872,15736371,Kennedy,633,France,Female,34,3,123034.43,2,1,1,38315.04,0
1762,5607,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
1763,5609,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,0
1764,1238,15634267,Yudin,717,France,Male,42,5,0.0,2,1,0,172665.21,0
1765,5559,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1
1766,9320,15575486,Okoli,529,France,Female,27,1,0.0,2,1,1,37769.98,0
1767,5197,15670822,Palmer,719,France,Female,22,7,114415.84,1,1,1,177497.4,0
1768,3242,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
1769,2239,15808784,Hess,835,France,Male,28,2,163569.61,2,1,1,154559.28,0
1770,4087,15764294,Ifeatu,759,Germany,Male,31,4,98899.91,1,1,1,47832.82,0
1771,2832,15758482,Montalvo,626,France,Female,32,0,0.0,2,0,0,187172.54,0
1772,2885,15776047,Nicholls,620,France,Female,29,3,0.0,2,0,1,153392.28,0
1773,8722,15689671,Packham,775,Spain,Male,27,4,0.0,1,1,1,40807.26,0
1774,780,15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0
1775,7030,15672432,Giles,594,France,Female,53,4,0.0,1,1,0,5408.74,1
1776,6125,15643359,Carter,736,Spain,Male,32,7,0.0,1,0,1,79082.62,0
1777,9382,15756148,Nnanna,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0
1778,8509,15616833,Wang,678,Spain,Male,27,2,0.0,2,1,1,13221.25,0
1779,1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,0
1780,6667,15798709,Gill,588,Spain,Male,32,3,109109.33,1,0,1,4993.94,0
1781,6917,15588235,Vasilieva,654,France,Female,24,8,145081.73,1,1,1,130075.07,0
1782,1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0
1783,2342,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0
1784,6943,15617206,Trentino,431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0
1785,1346,15714567,Chan,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0
1786,572,15730076,Osborne,651,France,Male,45,1,0.0,1,1,0,67740.08,1
1787,7384,15672912,Loggia,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1
1788,7777,15685243,Jamieson,736,France,Female,63,10,0.0,2,0,1,502.7,0
1789,1590,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0
1790,3737,15607748,Bennett,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0
1791,1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,0,1,115985.38,0
1792,3811,15746802,Onio,477,France,Female,30,6,131286.46,1,1,0,194144.45,0
1793,26,15738191,Maclean,577,France,Male,25,3,0.0,2,0,1,124508.29,0
1794,9135,15804357,Loggia,481,France,Male,40,3,0.0,1,1,1,32319.93,0
1795,4011,15685654,Allan,514,Spain,Male,66,9,0.0,2,1,1,14234.31,0
1796,7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1
1797,417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1
1798,8842,15718769,Fallaci,557,Spain,Male,36,1,113110.26,1,1,0,98413.1,0
1799,8416,15758031,Lazarev,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0
1800,5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
1801,6875,15793883,Lo Duca,798,France,Male,28,3,0.0,2,1,0,2305.27,0
1802,5749,15678412,Nwankwo,645,France,Female,45,8,85325.93,1,0,0,22558.74,0
1803,3845,15568915,Bailey,681,France,Male,38,6,153722.47,1,1,0,101319.76,0
1804,5547,15633818,McMillan,786,France,Male,32,9,0.0,2,1,0,133112.41,0
1805,1670,15582259,Campbell,567,France,Female,37,7,0.0,2,1,1,28690.9,0
1806,989,15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0
1807,7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1
1808,5578,15726087,Ch'in,592,France,Female,62,5,0.0,1,1,1,100941.57,0
1809,6544,15796218,Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
1810,4152,15569098,Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1
1811,2017,15633612,Yuryeva,696,France,Male,28,4,172646.82,1,1,1,116471.43,0
1812,7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0
1813,3152,15584320,Brennan,686,France,Female,39,3,111695.62,1,0,0,136643.84,0
1814,4446,15736413,Hall,739,France,Male,29,1,0.0,2,1,1,164484.78,0
1815,7259,15747757,Trevascus,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1
1816,4059,15771966,Akobundu,557,France,Male,39,8,146200.01,1,1,0,177944.64,0
1817,2481,15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
1818,5923,15786196,Han,555,France,Female,44,3,105770.7,3,1,0,60533.96,1
1819,8270,15636736,McLachlan,611,France,Female,53,7,0.0,2,0,1,156495.39,1
1820,4686,15646490,Duffy,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0
1821,8432,15586752,Parkes,628,Germany,Male,33,8,152143.89,1,1,1,32174.03,0
1822,4821,15694209,Fanucci,484,France,Female,32,3,0.0,2,1,1,139390.99,0
1823,3708,15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
1824,255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0
1825,8648,15593241,Tochukwu,444,France,Male,43,3,0.0,2,1,1,159131.21,0
1826,1074,15790497,Ross,503,Spain,Male,37,6,0.0,2,0,0,136506.86,0
1827,510,15598883,King,599,Spain,Female,37,2,0.0,2,1,1,143739.29,0
1828,2169,15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1
1829,7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0
1830,15,15600882,Scott,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0
1831,7541,15735330,Sung,553,France,Male,37,1,0.0,1,1,0,30461.55,0
1832,9601,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1
1833,9753,15781530,Hsieh,690,France,Male,21,8,0.0,2,1,1,155782.89,0
1834,1543,15690678,Brooks,530,France,Female,33,4,129307.32,1,1,1,172930.28,0
1835,6453,15677243,Wan,538,Spain,Male,43,5,0.0,2,1,0,126933.73,0
1836,9940,15808971,Lajoie,693,Spain,Female,57,9,0.0,2,1,1,135502.77,0
1837,2933,15724858,Begum,688,France,Female,54,9,0.0,1,1,0,191212.63,1
1838,605,15609286,Chadwick,702,France,Male,37,10,150525.8,1,1,1,94728.49,0
1839,5738,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
1840,4818,15760090,Pisano,640,France,Male,28,7,0.0,2,1,1,131097.9,0
1841,8234,15589019,Morant,633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0
1842,5261,15731281,Ozuluonye,704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0
1843,2605,15643752,Wei,540,France,Male,25,5,116160.23,1,1,0,13411.67,0
1844,8451,15710053,Neumayer,667,Germany,Female,44,5,140406.68,2,0,1,57164.19,0
1845,2723,15675422,Conway,544,France,Female,32,9,110728.39,1,1,1,14559.62,0
1846,259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
1847,6042,15749472,Lucciano,775,France,Male,45,8,0.0,1,1,0,130376.68,0
1848,7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0
1849,1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,0
1850,3218,15623502,Morrison,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0
1851,9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1
1852,5179,15794849,Aitken,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
1853,8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
1854,7064,15766183,Ferguson,580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0
1855,7728,15612729,Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0
1856,1247,15721189,Kung,666,France,Female,66,7,0.0,2,1,1,99792.82,0
1857,3037,15610403,Anderson,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
1858,3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
1859,7218,15720353,Chiang,553,France,Male,41,1,0.0,2,1,0,90607.31,0
1860,1335,15664772,Greece,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0
1861,9924,15786789,Ni,725,France,Female,29,6,0.0,2,1,1,190776.83,0
1862,2385,15758531,Y?,732,France,Female,40,10,0.0,2,1,0,154189.08,0
1863,1404,15721487,Pirogova,739,France,Female,27,6,0.0,1,1,1,57572.38,0
1864,8694,15659092,Davide,621,France,Female,50,5,0.0,2,1,0,191756.54,1
1865,1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0
1866,4726,15734987,Robertson,658,France,Female,43,7,140260.36,2,1,0,2748.72,0
1867,8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0
1868,4563,15795895,Yermakova,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
1869,6543,15785831,Sinclair,591,France,Male,35,7,183027.25,1,1,1,56028.79,0
1870,6958,15802274,Waters,686,France,Female,44,7,55053.62,1,1,0,181757.19,0
1871,8638,15632967,Feng,520,France,Male,34,3,0.0,2,1,1,104703.96,0
1872,1639,15571550,Dore,699,France,Male,39,9,0.0,1,1,0,80963.92,0
1873,5121,15701176,Brown,663,France,Male,26,5,141462.13,1,1,0,440.2,0
1874,5101,15582404,Miller,572,Spain,Female,26,5,0.0,2,1,0,119381.41,0
1875,9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0
1876,485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
1877,1310,15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0
1878,6572,15747534,Torkelson,595,France,Male,46,10,0.0,1,1,0,73489.15,1
1879,3678,15790442,Wright,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0
1880,6239,15589437,Lu,466,France,Male,26,3,156815.71,1,1,1,137476.09,0
1881,8996,15580623,Yefremova,573,Spain,Male,28,8,0.0,2,0,0,77660.03,0
1882,3400,15633352,Okwukwe,628,France,Female,31,6,175443.75,1,1,0,113167.17,1
1883,9278,15604832,Hsia,633,France,Male,29,7,0.0,1,1,1,130224.73,0
1884,283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1
1885,5228,15725767,Milani,701,France,Male,23,3,0.0,2,1,0,38960.59,0
1886,4557,15796231,Nwankwo,681,France,Female,18,1,98894.39,1,1,1,9596.4,0
1887,6347,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1
1888,6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1
1889,8535,15643229,Hou,671,France,Female,31,6,0.0,2,1,1,15846.42,0
